# reltime ampl
7.800000e+00 -2.552687e-04
7.809091e+00 -1.734147e-04
7.818182e+00 -9.247506e-05
7.827273e+00 -1.246921e-05
7.836364e+00 6.658464e-05
7.845455e+00 1.446692e-04
7.854545e+00 2.217680e-04
7.863636e+00 2.978658e-04
7.872727e+00 3.729480e-04
7.881818e+00 4.470010e-04
7.890909e+00 5.200120e-04
7.900000e+00 5.919691e-04
7.909091e+00 6.628612e-04
7.918182e+00 7.326780e-04
7.927273e+00 8.014100e-04
7.936364e+00 8.690484e-04
7.945455e+00 9.355853e-04
7.954545e+00 1.001013e-03
7.963636e+00 1.065326e-03
7.972727e+00 1.128518e-03
7.981818e+00 1.190583e-03
7.990909e+00 1.251517e-03
8.000000e+00 1.311316e-03
8.009091e+00 1.369978e-03
8.018182e+00 1.427498e-03
8.027273e+00 1.483875e-03
8.036364e+00 1.539109e-03
8.045455e+00 1.593196e-03
8.054545e+00 1.646138e-03
8.063636e+00 1.697935e-03
8.072727e+00 1.748586e-03
8.081818e+00 1.798093e-03
8.090909e+00 1.846459e-03
8.100000e+00 1.893683e-03
8.109091e+00 1.939771e-03
8.118182e+00 1.984723e-03
8.127273e+00 2.028544e-03
8.136364e+00 2.071237e-03
8.145455e+00 2.112807e-03
8.154545e+00 2.153258e-03
8.163636e+00 2.192595e-03
8.172727e+00 2.230824e-03
8.181818e+00 2.267949e-03
8.190909e+00 2.303978e-03
8.200000e+00 2.338916e-03
8.209091e+00 2.372770e-03
8.218182e+00 2.405547e-03
8.227273e+00 2.437253e-03
8.236364e+00 2.467898e-03
8.245455e+00 2.497488e-03
8.254545e+00 2.526031e-03
8.263636e+00 2.553535e-03
8.272727e+00 2.580010e-03
8.281818e+00 2.605464e-03
8.290909e+00 2.629905e-03
8.300000e+00 2.653343e-03
8.309091e+00 2.675788e-03
8.318182e+00 2.697248e-03
8.327273e+00 2.717734e-03
8.336364e+00 2.737255e-03
8.345455e+00 2.755822e-03
8.354545e+00 2.773444e-03
8.363636e+00 2.790133e-03
8.372727e+00 2.805897e-03
8.381818e+00 2.820749e-03
8.390909e+00 2.834699e-03
8.400000e+00 2.847757e-03
8.409091e+00 2.859935e-03
8.418182e+00 2.871244e-03
8.427273e+00 2.881694e-03
8.436364e+00 2.891298e-03
8.445455e+00 2.900066e-03
8.454545e+00 2.908009e-03
8.463636e+00 2.915140e-03
8.472727e+00 2.921470e-03
8.481818e+00 2.927010e-03
8.490909e+00 2.931772e-03
8.500000e+00 2.935768e-03
8.509091e+00 2.939009e-03
8.518182e+00 2.941507e-03
8.527273e+00 2.943274e-03
8.536364e+00 2.944321e-03
8.545455e+00 2.944661e-03
8.554545e+00 2.944305e-03
8.563636e+00 2.943265e-03
8.572727e+00 2.941552e-03
8.581818e+00 2.939180e-03
8.590909e+00 2.936158e-03
8.600000e+00 2.932500e-03
8.609091e+00 2.928217e-03
8.618182e+00 2.923320e-03
8.627273e+00 2.917822e-03
8.636364e+00 2.911734e-03
8.645455e+00 2.905068e-03
8.654545e+00 2.897835e-03
8.663636e+00 2.890047e-03
8.672727e+00 2.881715e-03
8.681818e+00 2.872852e-03
8.690909e+00 2.863468e-03
8.700000e+00 2.853574e-03
8.709091e+00 2.843183e-03
8.718182e+00 2.832306e-03
8.727273e+00 2.820953e-03
8.736364e+00 2.809136e-03
8.745455e+00 2.796866e-03
8.754545e+00 2.784153e-03
8.763636e+00 2.771010e-03
8.772727e+00 2.757446e-03
8.781818e+00 2.743473e-03
8.790909e+00 2.729101e-03
8.800000e+00 2.714341e-03
8.809091e+00 2.699204e-03
8.818182e+00 2.683699e-03
8.827273e+00 2.667838e-03
8.836364e+00 2.651630e-03
8.845455e+00 2.635086e-03
8.854545e+00 2.618216e-03
8.863636e+00 2.601030e-03
8.872727e+00 2.583538e-03
8.881818e+00 2.565749e-03
8.890909e+00 2.547674e-03
8.900000e+00 2.529322e-03
8.909091e+00 2.510703e-03
8.918182e+00 2.491826e-03
8.927273e+00 2.472700e-03
8.936364e+00 2.453334e-03
8.945455e+00 2.433739e-03
8.954545e+00 2.413922e-03
8.963636e+00 2.393893e-03
8.972727e+00 2.373660e-03
8.981818e+00 2.353233e-03
8.990909e+00 2.332619e-03
9.000000e+00 2.311828e-03
9.009091e+00 2.290867e-03
9.018182e+00 2.269745e-03
9.027273e+00 2.248471e-03
9.036364e+00 2.227052e-03
9.045455e+00 2.205496e-03
9.054545e+00 2.183810e-03
9.063636e+00 2.162004e-03
9.072727e+00 2.140084e-03
9.081818e+00 2.118058e-03
9.090909e+00 2.095933e-03
9.100000e+00 2.073716e-03
9.109091e+00 2.051415e-03
9.118182e+00 2.029037e-03
9.127273e+00 2.006589e-03
9.136364e+00 1.984077e-03
9.145455e+00 1.961509e-03
9.154545e+00 1.938890e-03
9.163636e+00 1.916228e-03
9.172727e+00 1.893528e-03
9.181818e+00 1.870798e-03
9.190909e+00 1.848043e-03
9.200000e+00 1.825269e-03
9.209091e+00 1.802483e-03
9.218182e+00 1.779690e-03
9.227273e+00 1.756896e-03
9.236364e+00 1.734106e-03
9.245455e+00 1.711327e-03
9.254545e+00 1.688563e-03
9.263636e+00 1.665819e-03
9.272727e+00 1.643102e-03
9.281818e+00 1.620416e-03
9.290909e+00 1.597767e-03
9.300000e+00 1.575158e-03
9.309091e+00 1.552595e-03
9.318182e+00 1.530083e-03
9.327273e+00 1.507626e-03
9.336364e+00 1.485228e-03
9.345455e+00 1.462895e-03
9.354545e+00 1.440630e-03
9.363636e+00 1.418437e-03
9.372727e+00 1.396321e-03
9.381818e+00 1.374286e-03
9.390909e+00 1.352335e-03
9.400000e+00 1.330473e-03
9.409091e+00 1.308702e-03
9.418182e+00 1.287027e-03
9.427273e+00 1.265452e-03
9.436364e+00 1.243979e-03
9.445455e+00 1.222612e-03
9.454545e+00 1.201354e-03
9.463636e+00 1.180208e-03
9.472727e+00 1.159178e-03
9.481818e+00 1.138266e-03
9.490909e+00 1.117476e-03
9.500000e+00 1.096810e-03
9.509091e+00 1.076270e-03
9.518182e+00 1.055860e-03
9.527273e+00 1.035582e-03
9.536364e+00 1.015438e-03
9.545455e+00 9.954316e-04
9.554545e+00 9.755640e-04
9.563636e+00 9.558377e-04
9.572727e+00 9.362550e-04
9.581818e+00 9.168180e-04
9.590909e+00 8.975285e-04
9.600000e+00 8.783885e-04
9.609091e+00 8.593999e-04
9.618182e+00 8.405645e-04
9.627273e+00 8.218838e-04
9.636364e+00 8.033596e-04
9.645455e+00 7.849934e-04
9.654545e+00 7.667867e-04
9.663636e+00 7.487409e-04
9.672727e+00 7.308573e-04
9.681818e+00 7.131372e-04
9.690909e+00 6.955819e-04
9.700000e+00 6.781924e-04
9.709091e+00 6.609699e-04
9.718182e+00 6.439154e-04
9.727273e+00 6.270297e-04
9.736364e+00 6.103140e-04
9.745455e+00 5.937688e-04
9.754545e+00 5.773951e-04
9.763636e+00 5.611936e-04
9.772727e+00 5.451648e-04
9.781818e+00 5.293095e-04
9.790909e+00 5.136281e-04
9.800000e+00 4.981212e-04
9.809091e+00 4.827892e-04
9.818182e+00 4.676324e-04
9.827273e+00 4.526513e-04
9.836364e+00 4.378460e-04
9.845455e+00 4.232169e-04
9.854545e+00 4.087640e-04
9.863636e+00 3.944877e-04
9.872727e+00 3.803878e-04
9.881818e+00 3.664646e-04
9.890909e+00 3.527179e-04
9.900000e+00 3.391477e-04
9.909091e+00 3.257540e-04
9.918182e+00 3.125366e-04
9.927273e+00 2.994953e-04
9.936364e+00 2.866299e-04
9.945455e+00 2.739402e-04
9.954545e+00 2.614258e-04
9.963636e+00 2.490865e-04
9.972727e+00 2.369218e-04
9.981818e+00 2.249314e-04
9.990909e+00 2.131148e-04
1.000000e+01 2.014715e-04
1.000909e+01 1.900010e-04
1.001818e+01 1.787028e-04
1.002727e+01 1.675763e-04
1.003636e+01 1.566209e-04
1.004545e+01 1.458359e-04
1.005455e+01 1.352207e-04
1.006364e+01 1.247745e-04
1.007273e+01 1.144967e-04
1.008182e+01 1.043865e-04
1.009091e+01 9.444304e-05
1.010000e+01 8.466559e-05
1.010909e+01 7.505327e-05
1.011818e+01 6.560525e-05
1.012727e+01 5.632062e-05
1.013636e+01 4.719849e-05
1.014545e+01 3.823791e-05
1.015455e+01 2.943794e-05
1.016364e+01 2.079760e-05
1.017273e+01 1.231589e-05
1.018182e+01 3.991794e-06
1.019091e+01 -4.175720e-06
1.020000e+01 -1.218771e-05
1.020909e+01 -2.004524e-05
1.021818e+01 -2.774941e-05
1.022727e+01 -3.530133e-05
1.023636e+01 -4.270211e-05
1.024545e+01 -4.995290e-05
1.025455e+01 -5.705485e-05
1.026364e+01 -6.400912e-05
1.027273e+01 -7.081690e-05
1.028182e+01 -7.747939e-05
1.029091e+01 -8.399779e-05
1.030000e+01 -9.037333e-05
1.030909e+01 -9.660723e-05
1.031818e+01 -1.027007e-04
1.032727e+01 -1.086551e-04
1.033636e+01 -1.144716e-04
1.034545e+01 -1.201515e-04
1.035455e+01 -1.256960e-04
1.036364e+01 -1.311065e-04
1.037273e+01 -1.363843e-04
1.038182e+01 -1.415307e-04
1.039091e+01 -1.465469e-04
1.040000e+01 -1.514343e-04
1.040909e+01 -1.561942e-04
1.041818e+01 -1.608280e-04
1.042727e+01 -1.653370e-04
1.043636e+01 -1.697225e-04
1.044545e+01 -1.739859e-04
1.045455e+01 -1.781285e-04
1.046364e+01 -1.821516e-04
1.047273e+01 -1.860567e-04
1.048182e+01 -1.898450e-04
1.049091e+01 -1.935180e-04
1.050000e+01 -1.970769e-04
1.050909e+01 -2.005233e-04
1.051818e+01 -2.038583e-04
1.052727e+01 -2.070834e-04
1.053636e+01 -2.101999e-04
1.054545e+01 -2.132093e-04
1.055455e+01 -2.161128e-04
1.056364e+01 -2.189119e-04
1.057273e+01 -2.216078e-04
1.058182e+01 -2.242020e-04
1.059091e+01 -2.266958e-04
1.060000e+01 -2.290905e-04
1.060909e+01 -2.313876e-04
1.061818e+01 -2.335883e-04
1.062727e+01 -2.356940e-04
1.063636e+01 -2.377061e-04
1.064545e+01 -2.396259e-04
1.065455e+01 -2.414547e-04
1.066364e+01 -2.431939e-04
1.067273e+01 -2.448448e-04
1.068182e+01 -2.464087e-04
1.069091e+01 -2.478869e-04
1.070000e+01 -2.492808e-04
1.070909e+01 -2.505916e-04
1.071818e+01 -2.518207e-04
1.072727e+01 -2.529693e-04
1.073636e+01 -2.540389e-04
1.074545e+01 -2.550305e-04
1.075455e+01 -2.559456e-04
1.076364e+01 -2.567853e-04
1.077273e+01 -2.575510e-04
1.078182e+01 -2.582439e-04
1.079091e+01 -2.588653e-04
1.080000e+01 -2.594164e-04
1.080909e+01 -2.598984e-04
1.081818e+01 -2.603126e-04
1.082727e+01 -2.606602e-04
1.083636e+01 -2.609425e-04
1.084545e+01 -2.611605e-04
1.085455e+01 -2.613156e-04
1.086364e+01 -2.614088e-04
1.087273e+01 -2.614415e-04
1.088182e+01 -2.614147e-04
1.089091e+01 -2.613296e-04
1.090000e+01 -2.611875e-04
1.090909e+01 -2.609893e-04
1.091818e+01 -2.607363e-04
1.092727e+01 -2.604296e-04
1.093636e+01 -2.600703e-04
1.094545e+01 -2.596595e-04
1.095455e+01 -2.591983e-04
1.096364e+01 -2.586878e-04
1.097273e+01 -2.581292e-04
1.098182e+01 -2.575233e-04
1.099091e+01 -2.568714e-04
1.100000e+01 -2.561745e-04
1.100909e+01 -2.554336e-04
1.101818e+01 -2.546497e-04
1.102727e+01 -2.538239e-04
1.103636e+01 -2.529572e-04
1.104545e+01 -2.520505e-04
1.105455e+01 -2.511049e-04
1.106364e+01 -2.501214e-04
1.107273e+01 -2.491009e-04
1.108182e+01 -2.480444e-04
1.109091e+01 -2.469528e-04
1.110000e+01 -2.458270e-04
1.110909e+01 -2.446681e-04
1.111818e+01 -2.434769e-04
1.112727e+01 -2.422543e-04
1.113636e+01 -2.410013e-04
1.114545e+01 -2.397186e-04
1.115455e+01 -2.384073e-04
1.116364e+01 -2.370681e-04
1.117273e+01 -2.357019e-04
1.118182e+01 -2.343096e-04
1.119091e+01 -2.328920e-04
1.120000e+01 -2.314499e-04
1.120909e+01 -2.299841e-04
1.121818e+01 -2.284955e-04
1.122727e+01 -2.269848e-04
1.123636e+01 -2.254529e-04
1.124545e+01 -2.239004e-04
1.125455e+01 -2.223282e-04
1.126364e+01 -2.207369e-04
1.127273e+01 -2.191275e-04
1.128182e+01 -2.175005e-04
1.129091e+01 -2.158567e-04
1.130000e+01 -2.141968e-04
1.130909e+01 -2.125215e-04
1.131818e+01 -2.108315e-04
1.132727e+01 -2.091275e-04
1.133636e+01 -2.074101e-04
1.134545e+01 -2.056801e-04
1.135455e+01 -2.039380e-04
1.136364e+01 -2.021845e-04
1.137273e+01 -2.004203e-04
1.138182e+01 -1.986459e-04
1.139091e+01 -1.968619e-04
1.140000e+01 -1.950690e-04
1.140909e+01 -1.932678e-04
1.141818e+01 -1.914588e-04
1.142727e+01 -1.896426e-04
1.143636e+01 -1.878197e-04
1.144545e+01 -1.859908e-04
1.145455e+01 -1.841563e-04
1.146364e+01 -1.823168e-04
1.147273e+01 -1.804728e-04
1.148182e+01 -1.786249e-04
1.149091e+01 -1.767735e-04
1.150000e+01 -1.749191e-04
1.150909e+01 -1.730622e-04
1.151818e+01 -1.712033e-04
1.152727e+01 -1.693429e-04
1.153636e+01 -1.674813e-04
1.154545e+01 -1.656192e-04
1.155455e+01 -1.637569e-04
1.156364e+01 -1.618948e-04
1.157273e+01 -1.600333e-04
1.158182e+01 -1.581730e-04
1.159091e+01 -1.563141e-04
1.160000e+01 -1.544572e-04
1.160909e+01 -1.526025e-04
1.161818e+01 -1.507504e-04
1.162727e+01 -1.489014e-04
1.163636e+01 -1.470558e-04
1.164545e+01 -1.452140e-04
1.165455e+01 -1.433763e-04
1.166364e+01 -1.415430e-04
1.167273e+01 -1.397145e-04
1.168182e+01 -1.378911e-04
1.169091e+01 -1.360731e-04
1.170000e+01 -1.342609e-04
1.170909e+01 -1.324547e-04
1.171818e+01 -1.306548e-04
1.172727e+01 -1.288615e-04
1.173636e+01 -1.270752e-04
1.174545e+01 -1.252960e-04
1.175455e+01 -1.235243e-04
1.176364e+01 -1.217602e-04
1.177273e+01 -1.200042e-04
1.178182e+01 -1.182563e-04
1.179091e+01 -1.165168e-04
1.180000e+01 -1.147861e-04
1.180909e+01 -1.130642e-04
1.181818e+01 -1.113514e-04
1.182727e+01 -1.096480e-04
1.183636e+01 -1.079540e-04
1.184545e+01 -1.062699e-04
1.185455e+01 -1.045956e-04
1.186364e+01 -1.029314e-04
1.187273e+01 -1.012775e-04
1.188182e+01 -9.963412e-05
1.189091e+01 -9.800134e-05
1.190000e+01 -9.637934e-05
1.190909e+01 -9.476829e-05
1.191818e+01 -9.316835e-05
1.192727e+01 -9.157965e-05
1.193636e+01 -9.000233e-05
1.194545e+01 -8.843654e-05
1.195455e+01 -8.688239e-05
1.196364e+01 -8.534001e-05
1.197273e+01 -8.380953e-05
1.198182e+01 -8.229104e-05
1.199091e+01 -8.078467e-05
1.200000e+01 -7.929052e-05
1.200909e+01 -7.780867e-05
1.201818e+01 -7.633923e-05
1.202727e+01 -7.488228e-05
1.203636e+01 -7.343792e-05
1.204545e+01 -7.200620e-05
1.205455e+01 -7.058722e-05
1.206364e+01 -6.918104e-05
1.207273e+01 -6.778773e-05
1.208182e+01 -6.640734e-05
1.209091e+01 -6.503994e-05
1.210000e+01 -6.368557e-05
1.210909e+01 -6.234429e-05
1.211818e+01 -6.101614e-05
1.212727e+01 -5.970116e-05
1.213636e+01 -5.839939e-05
1.214545e+01 -5.711086e-05
1.215455e+01 -5.583559e-05
1.216364e+01 -5.457363e-05
1.217273e+01 -5.332497e-05
1.218182e+01 -5.208965e-05
1.219091e+01 -5.086768e-05
1.220000e+01 -4.965907e-05
1.220909e+01 -4.846383e-05
1.221818e+01 -4.728196e-05
1.222727e+01 -4.611346e-05
1.223636e+01 -4.495833e-05
1.224545e+01 -4.381657e-05
1.225455e+01 -4.268817e-05
1.226364e+01 -4.157311e-05
1.227273e+01 -4.047139e-05
1.228182e+01 -3.938298e-05
1.229091e+01 -3.830787e-05
1.230000e+01 -3.724604e-05
1.230909e+01 -3.619745e-05
1.231818e+01 -3.516209e-05
1.232727e+01 -3.413991e-05
1.233636e+01 -3.313090e-05
1.234545e+01 -3.213501e-05
1.235455e+01 -3.115221e-05
1.236364e+01 -3.018246e-05
1.237273e+01 -2.922571e-05
1.238182e+01 -2.828192e-05
1.239091e+01 -2.735104e-05
1.240000e+01 -2.643303e-05
1.240909e+01 -2.552784e-05
1.241818e+01 -2.463541e-05
1.242727e+01 -2.375568e-05
1.243636e+01 -2.288861e-05
1.244545e+01 -2.203414e-05
1.245455e+01 -2.119220e-05
1.246364e+01 -2.036273e-05
1.247273e+01 -1.954567e-05
1.248182e+01 -1.874095e-05
1.249091e+01 -1.794852e-05
1.250000e+01 -1.716829e-05
1.250909e+01 -1.640020e-05
1.251818e+01 -1.564419e-05
1.252727e+01 -1.490017e-05
1.253636e+01 -1.416807e-05
1.254545e+01 -1.344782e-05
1.255455e+01 -1.273935e-05
1.256364e+01 -1.204257e-05
1.257273e+01 -1.135741e-05
1.258182e+01 -1.068378e-05
1.259091e+01 -1.002161e-05
1.260000e+01 -9.370812e-06
1.260909e+01 -8.731307e-06
1.261818e+01 -8.103009e-06
1.262727e+01 -7.485834e-06
1.263636e+01 -6.879696e-06
1.264545e+01 -6.284509e-06
1.265455e+01 -5.700185e-06
1.266364e+01 -5.126636e-06
1.267273e+01 -4.563774e-06
1.268182e+01 -4.011509e-06
1.269091e+01 -3.469752e-06
1.270000e+01 -2.938410e-06
1.270909e+01 -2.417394e-06
1.271818e+01 -1.906611e-06
1.272727e+01 -1.405969e-06
1.273636e+01 -9.153746e-07
1.274545e+01 -4.347349e-07
1.275455e+01 3.604410e-08
1.276364e+01 4.970564e-07
1.277273e+01 9.483967e-07
1.278182e+01 1.390160e-06
1.279091e+01 1.822441e-06
1.280000e+01 2.245335e-06
1.280909e+01 2.658938e-06
1.281818e+01 3.063346e-06
1.282727e+01 3.458655e-06
1.283636e+01 3.844962e-06
1.284545e+01 4.222362e-06
1.285455e+01 4.590953e-06
1.286364e+01 4.950830e-06
1.287273e+01 5.302091e-06
1.288182e+01 5.644832e-06
1.289091e+01 5.979150e-06
1.290000e+01 6.305141e-06
1.290909e+01 6.622903e-06
1.291818e+01 6.932531e-06
1.292727e+01 7.234123e-06
1.293636e+01 7.527775e-06
1.294545e+01 7.813583e-06
1.295455e+01 8.091644e-06
1.296364e+01 8.362052e-06
1.297273e+01 8.624905e-06
1.298182e+01 8.880298e-06
1.299091e+01 9.128327e-06
1.300000e+01 9.369085e-06
1.300909e+01 9.602670e-06
1.301818e+01 9.829174e-06
1.302727e+01 1.004869e-05
1.303636e+01 1.026132e-05
1.304545e+01 1.046715e-05
1.305455e+01 1.066628e-05
1.306364e+01 1.085879e-05
1.307273e+01 1.104479e-05
1.308182e+01 1.122436e-05
1.309091e+01 1.139759e-05
1.310000e+01 1.156458e-05
1.310909e+01 1.172542e-05
1.311818e+01 1.188020e-05
1.312727e+01 1.202901e-05
1.313636e+01 1.217194e-05
1.314545e+01 1.230908e-05
1.315455e+01 1.244051e-05
1.316364e+01 1.256633e-05
1.317273e+01 1.268662e-05
1.318182e+01 1.280147e-05
1.319091e+01 1.291097e-05
1.320000e+01 1.301520e-05
1.320909e+01 1.311426e-05
1.321818e+01 1.320821e-05
1.322727e+01 1.329716e-05
1.323636e+01 1.338117e-05
1.324545e+01 1.346034e-05
1.325455e+01 1.353476e-05
1.326364e+01 1.360449e-05
1.327273e+01 1.366962e-05
1.328182e+01 1.373024e-05
1.329091e+01 1.378642e-05
1.330000e+01 1.383825e-05
1.330909e+01 1.388580e-05
1.331818e+01 1.392914e-05
1.332727e+01 1.396837e-05
1.333636e+01 1.400356e-05
1.334545e+01 1.403477e-05
1.335455e+01 1.406210e-05
1.336364e+01 1.408561e-05
1.337273e+01 1.410538e-05
1.338182e+01 1.412148e-05
1.339091e+01 1.413398e-05
1.340000e+01 1.414297e-05
1.340909e+01 1.414850e-05
1.341818e+01 1.415065e-05
1.342727e+01 1.414950e-05
1.343636e+01 1.414511e-05
1.344545e+01 1.413754e-05
1.345455e+01 1.412688e-05
1.346364e+01 1.411318e-05
1.347273e+01 1.409652e-05
1.348182e+01 1.407695e-05
1.349091e+01 1.405455e-05
1.350000e+01 1.402939e-05
1.350909e+01 1.400151e-05
1.351818e+01 1.397100e-05
1.352727e+01 1.393790e-05
1.353636e+01 1.390229e-05
1.354545e+01 1.386422e-05
1.355455e+01 1.382376e-05
1.356364e+01 1.378096e-05
1.357273e+01 1.373589e-05
1.358182e+01 1.368860e-05
1.359091e+01 1.363915e-05
1.360000e+01 1.358760e-05
1.360909e+01 1.353400e-05
1.361818e+01 1.347841e-05
1.362727e+01 1.342089e-05
1.363636e+01 1.336149e-05
1.364545e+01 1.330026e-05
1.365455e+01 1.323726e-05
1.366364e+01 1.317254e-05
1.367273e+01 1.310614e-05
1.368182e+01 1.303813e-05
1.369091e+01 1.296855e-05
1.370000e+01 1.289745e-05
1.370909e+01 1.282488e-05
1.371818e+01 1.275089e-05
1.372727e+01 1.267553e-05
1.373636e+01 1.259884e-05
1.374545e+01 1.252086e-05
1.375455e+01 1.244165e-05
1.376364e+01 1.236125e-05
1.377273e+01 1.227971e-05
1.378182e+01 1.219706e-05
1.379091e+01 1.211335e-05
1.380000e+01 1.202862e-05
1.380909e+01 1.194292e-05
1.381818e+01 1.185628e-05
1.382727e+01 1.176874e-05
1.383636e+01 1.168035e-05
1.384545e+01 1.159114e-05
1.385455e+01 1.150116e-05
1.386364e+01 1.141043e-05
1.387273e+01 1.131900e-05
1.388182e+01 1.122691e-05
1.389091e+01 1.113418e-05
1.390000e+01 1.104086e-05
1.390909e+01 1.094697e-05
1.391818e+01 1.085256e-05
1.392727e+01 1.075766e-05
1.393636e+01 1.066230e-05
1.394545e+01 1.056651e-05
1.395455e+01 1.047032e-05
1.396364e+01 1.037377e-05
1.397273e+01 1.027689e-05
1.398182e+01 1.017969e-05
1.399091e+01 1.008223e-05
1.400000e+01 9.984519e-06
1.400909e+01 9.886591e-06
1.401818e+01 9.788473e-06
1.402727e+01 9.690193e-06
1.403636e+01 9.591777e-06
1.404545e+01 9.493251e-06
1.405455e+01 9.394642e-06
1.406364e+01 9.295974e-06
1.407273e+01 9.197271e-06
1.408182e+01 9.098559e-06
1.409091e+01 8.999861e-06
1.410000e+01 8.901199e-06
1.410909e+01 8.802597e-06
1.411818e+01 8.704076e-06
1.412727e+01 8.605659e-06
1.413636e+01 8.507365e-06
1.414545e+01 8.409217e-06
1.415455e+01 8.311233e-06
1.416364e+01 8.213435e-06
1.417273e+01 8.115840e-06
1.418182e+01 8.018468e-06
1.419091e+01 7.921337e-06
1.420000e+01 7.824465e-06
1.420909e+01 7.727870e-06
1.421818e+01 7.631568e-06
1.422727e+01 7.535577e-06
1.423636e+01 7.439911e-06
1.424545e+01 7.344588e-06
1.425455e+01 7.249622e-06
1.426364e+01 7.155028e-06
1.427273e+01 7.060821e-06
1.428182e+01 6.967014e-06
1.429091e+01 6.873622e-06
1.430000e+01 6.780658e-06
1.430909e+01 6.688134e-06
1.431818e+01 6.596064e-06
1.432727e+01 6.504459e-06
1.433636e+01 6.413331e-06
1.434545e+01 6.322692e-06
1.435455e+01 6.232552e-06
1.436364e+01 6.142923e-06
1.437273e+01 6.053814e-06
1.438182e+01 5.965236e-06
1.439091e+01 5.877199e-06
1.440000e+01 5.789711e-06
1.440909e+01 5.702783e-06
1.441818e+01 5.616421e-06
1.442727e+01 5.530635e-06
1.443636e+01 5.445433e-06
1.444545e+01 5.360823e-06
1.445455e+01 5.276811e-06
1.446364e+01 5.193406e-06
1.447273e+01 5.110613e-06
1.448182e+01 5.028440e-06
1.449091e+01 4.946893e-06
1.450000e+01 4.865976e-06
1.450909e+01 4.785698e-06
1.451818e+01 4.706061e-06
1.452727e+01 4.627073e-06
1.453636e+01 4.548737e-06
1.454545e+01 4.471058e-06
1.455455e+01 4.394041e-06
1.456364e+01 4.317690e-06
1.457273e+01 4.242008e-06
1.458182e+01 4.166998e-06
1.459091e+01 4.092666e-06
1.460000e+01 4.019013e-06
1.460909e+01 3.946042e-06
1.461818e+01 3.873757e-06
1.462727e+01 3.802158e-06
1.463636e+01 3.731250e-06
1.464545e+01 3.661034e-06
1.465455e+01 3.591510e-06
1.466364e+01 3.522683e-06
1.467273e+01 3.454551e-06
1.468182e+01 3.387118e-06
1.469091e+01 3.320383e-06
1.470000e+01 3.254347e-06
1.470909e+01 3.189012e-06
1.471818e+01 3.124377e-06
1.472727e+01 3.060443e-06
1.473636e+01 2.997210e-06
1.474545e+01 2.934678e-06
1.475455e+01 2.872847e-06
1.476364e+01 2.811715e-06
1.477273e+01 2.751283e-06
1.478182e+01 2.691550e-06
1.479091e+01 2.632515e-06
1.480000e+01 2.574177e-06
1.480909e+01 2.516535e-06
1.481818e+01 2.459587e-06
1.482727e+01 2.403332e-06
1.483636e+01 2.347768e-06
1.484545e+01 2.292894e-06
1.485455e+01 2.238708e-06
1.486364e+01 2.185207e-06
1.487273e+01 2.132390e-06
1.488182e+01 2.080254e-06
1.489091e+01 2.028797e-06
1.490000e+01 1.978017e-06
1.490909e+01 1.927911e-06
1.491818e+01 1.878476e-06
1.492727e+01 1.829709e-06
1.493636e+01 1.781609e-06
1.494545e+01 1.734170e-06
1.495455e+01 1.687392e-06
1.496364e+01 1.641269e-06
1.497273e+01 1.595800e-06
1.498182e+01 1.550980e-06
1.499091e+01 1.506807e-06
1.500000e+01 1.463276e-06
1.500909e+01 1.420385e-06
1.501818e+01 1.378128e-06
1.502727e+01 1.336504e-06
1.503636e+01 1.295507e-06
1.504545e+01 1.255135e-06
1.505455e+01 1.215382e-06
1.506364e+01 1.176245e-06
1.507273e+01 1.137720e-06
1.508182e+01 1.099803e-06
1.509091e+01 1.062489e-06
1.510000e+01 1.025775e-06
1.510909e+01 9.896552e-07
1.511818e+01 9.541260e-07
1.512727e+01 9.191829e-07
1.513636e+01 8.848214e-07
1.514545e+01 8.510370e-07
1.515455e+01 8.178252e-07
1.516364e+01 7.851813e-07
1.517273e+01 7.531007e-07
1.518182e+01 7.215787e-07
1.519091e+01 6.906106e-07
1.520000e+01 6.601918e-07
1.520909e+01 6.303173e-07
1.521818e+01 6.009825e-07
1.522727e+01 5.721824e-07
1.523636e+01 5.439123e-07
1.524545e+01 5.161672e-07
1.525455e+01 4.889423e-07
1.526364e+01 4.622326e-07
1.527273e+01 4.360332e-07
1.528182e+01 4.103392e-07
1.529091e+01 3.851455e-07
1.530000e+01 3.604472e-07
1.530909e+01 3.362393e-07
1.531818e+01 3.125168e-07
1.532727e+01 2.892746e-07
1.533636e+01 2.665078e-07
1.534545e+01 2.442113e-07
1.535455e+01 2.223801e-07
1.536364e+01 2.010090e-07
1.537273e+01 1.800932e-07
1.538182e+01 1.596275e-07
1.539091e+01 1.396069e-07
1.540000e+01 1.200263e-07
1.540909e+01 1.008808e-07
1.541818e+01 8.216516e-08
1.542727e+01 6.387449e-08
1.543636e+01 4.600372e-08
1.544545e+01 2.854783e-08
1.545455e+01 1.150181e-08
1.546364e+01 -5.139344e-09
1.547273e+01 -2.138063e-08
1.548182e+01 -3.722702e-08
1.549091e+01 -5.268350e-08
1.550000e+01 -6.775501e-08
1.550909e+01 -8.244650e-08
1.551818e+01 -9.676291e-08
1.552727e+01 -1.107091e-07
1.553636e+01 -1.242901e-07
1.554545e+01 -1.375106e-07
1.555455e+01 -1.503756e-07
1.556364e+01 -1.628899e-07
